,artist_name(s),artist_country,artist_home_city,visible_ethnic_minority,census_race_classification,artist_gender,canadian_content,artist_is_group,total_plays,alberta,british columbia,manitoba,new brunswick,nova scotia,ontario,quebec,artist_country_cdn,artist_country_int,artist_country_uk,artist_country_unknown,artist_country_us,visible_ethnic_minority_no,visible_ethnic_minority_unknown,visible_ethnic_minority_yes,artist_gender_female,artist_gender_male,artist_gender_mixed,artist_gender_unknown
1039,common unity,cdn,"montreal, qc",no,white,male,True,True,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,1,0,0
1040,morti viventear,cdn,"montreal, qc",no,white,male,True,False,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,1,0,0
1041,geckoturner,int,spain,no,white,male,False,False,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0
1042,brand nubian,us,"new rochelle, ny",yes,black,male,False,True,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1043,various_44,int,"cape town, south africa",yes,mixed group,male,False,True,10,0.2,0.2,0.0,0.0,0.0,0.6,0.0,0,1,0,0,0,0,0,1,0,1,0,0
1044,radio radio,cdn,"clare, ns",no,white,male,True,True,115,0.24347826086956523,0.034782608695652174,0.0,0.0,0.0,0.22608695652173913,0.4956521739130435,1,0,0,0,0,1,0,0,0,1,0,0
1045,sontiago,us,"portland, me",no,white,female,False,False,16,0.125,0.5625,0.0,0.0625,0.0,0.25,0.0,0,0,0,0,1,1,0,0,1,0,0,0
1046,othello,us,"portland, or",yes,black,male,False,False,10,0.0,0.7,0.0,0.0,0.0,0.3,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1047,the dream,us,"atlanta, ga",yes,black,male,False,False,21,0.38095238095238093,0.0,0.42857142857142855,0.0,0.0,0.19047619047619047,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1048,alexis gideon,us,"chicago, il",no,white,male,False,False,4,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0,0,0,0,1,1,0,0,0,1,0,0
1049,junior senior,int,"thisted, denmark",no,white,male,False,True,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0
1050,braze,cdn,"toronto, on",yes,indian,male,True,False,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
1051,joe dub and factor,cdn,"saskatoon, sask",no,white,male,True,True,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
1052,the tunnel clones,us,"memphis, tn",yes,mixed group,male,False,True,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1053,ruckus roboticus,us,"dayton, oh",no,white,male,False,False,22,0.0,0.13636363636363635,0.0,0.0,0.0,0.45454545454545453,0.4090909090909091,0,0,0,0,1,1,0,0,0,1,0,0
1054,atherton & sire,cdn,"ottawa, on",no,white,male,True,True,17,0.23529411764705882,0.17647058823529413,0.0,0.0,0.0,0.5882352941176471,0.0,1,0,0,0,0,1,0,0,0,1,0,0
1055,hi tek,us,"cincinnati, oh",yes,black,male,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
1056,food for animals,us,"washington, dc",yes,mixed group,male,False,True,34,0.5294117647058824,0.08823529411764706,0.0,0.0,0.0,0.29411764705882354,0.08823529411764706,0,0,0,0,1,0,0,1,0,1,0,0
1057,dante & deck,us,"detroit, mi",no,white,male,False,True,9,0.4444444444444444,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0,0,0,0,1,1,0,0,0,1,0,0
1058,creed chameleon,us,"honolulu, ha",yes,asian,male,False,False,2,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1059,various_45,us,"brooklyn, ny",yes,mixed group,mixed,False,True,3,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0,0,0,0,1,0,0,1,0,0,1,0
1060,opus mc,cdn,"edmonton, ab",no,white,male,True,False,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
1061,boz faramone,cdn,"ottawa, on",yes,black,male,True,False,15,0.06666666666666667,0.5333333333333333,0.0,0.0,0.0,0.4,0.0,1,0,0,0,0,0,0,1,0,1,0,0
1062,tuggz,us,"wichita, ks",yes,black,male,False,False,13,0.0,0.15384615384615385,0.0,0.0,0.0,0.8461538461538461,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1063,one be lo,us,"pontiac, mi",yes,black,male,False,False,31,0.1935483870967742,0.0,0.0,0.06451612903225806,0.0,0.41935483870967744,0.3225806451612903,0,0,0,0,1,0,0,1,0,1,0,0
1064,sibot,int,"cape town, south africa",no,white,male,False,False,21,0.23809523809523808,0.047619047619047616,0.0,0.0,0.0,0.09523809523809523,0.6190476190476191,0,1,0,0,0,1,0,0,0,1,0,0
1065,tomc3 and prince po,us,"los angeles, ca",yes,mixed group,male,False,True,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
1066,the press project,us,"portsmouth, nh",no,white,male,False,True,13,0.46153846153846156,0.23076923076923078,0.0,0.0,0.07692307692307693,0.23076923076923078,0.0,0,0,0,0,1,1,0,0,0,1,0,0
1067,peaches,cdn,"toronto, on",no,white,female,True,False,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1,0,0,0
1068,royalties,cdn,"edmonton, ab",no,white,male,True,True,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
1069,various_46,us,"baltimore, md",yes,black,male,False,True,20,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1070,various_47,cdn,unknown,yes,mixed group,mixed,False,True,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0
1071,d. allie,us,"detroit, mi",yes,black,male,False,False,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1072,first words,cdn,"halifax, ns",no,white,male,True,True,3,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,1,0,0,0,0,1,0,0,0,1,0,0
1073,yak ballz,us,"new york, ny",yes,middle eastern,male,False,False,22,0.18181818181818182,0.045454545454545456,0.0,0.0,0.0,0.13636363636363635,0.6363636363636364,0,0,0,0,1,0,0,1,0,1,0,0
1074,kenlo,cdn,"quebec, qc",yes,black,male,True,False,18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0
1075,nu contrast,cdn,"red deer, ab",yes,mixed group,male,True,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
1076,mahjongg,us,"chicago, il",no,white,male,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
1077,breez evahflowin,us,"new york, ny",yes,black,male,False,False,40,0.25,0.075,0.25,0.075,0.0,0.3,0.05,0,0,0,0,1,0,0,1,0,1,0,0
1078,david hodges,cdn,"montreal, qc",no,white,male,True,False,25,0.04,0.0,0.0,0.0,0.0,0.0,0.96,1,0,0,0,0,1,0,0,0,1,0,0
1079,two ton sloth,us,"portland, or",no,white,male,False,True,14,0.42857142857142855,0.21428571428571427,0.0,0.0,0.0,0.35714285714285715,0.0,0,0,0,0,1,1,0,0,0,1,0,0
1080,dirty aloha,us,"honolulu, ha",yes,asian,male,False,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1081,mc totally rad & dj fuck,int,"cape town, south africa",no,white,male,False,True,19,0.10526315789473684,0.2631578947368421,0.0,0.0,0.0,0.0,0.631578947368421,0,1,0,0,0,1,0,0,0,1,0,0
1082,madd maxx,us,"san francisco, ca",yes,black,male,False,False,3,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1083,phil anastasia,us,"new york, ny",yes,black,male,False,False,8,0.0,0.125,0.0,0.0,0.0,0.875,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1084,the ymd,us,"philadelphia, pa",no,white,male,False,True,36,0.2222222222222222,0.027777777777777776,0.3055555555555556,0.0,0.0,0.3333333333333333,0.1111111111111111,0,0,0,0,1,1,0,0,0,1,0,0
1085,chadio & aalo guha,cdn,"vancouver, bc",yes,mixed group,male,True,True,35,0.05714285714285714,0.2,0.0,0.0,0.0,0.5142857142857142,0.22857142857142856,1,0,0,0,0,0,0,1,0,1,0,0
1086,various_48,us,"boston, mass",yes,black,male,False,True,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1087,da t.r.u.t.h.,us,"philadelphia, pa",yes,black,male,False,False,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1088,backpackers union,cdn,"halifax, ns",no,white,male,True,True,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
1089,freeze,cdn,"toronto, on",no,white,male,True,False,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
1090,tnt,cdn,"toronto, on",yes,mixed group,male,True,True,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
1091,kool g rap,us,"new york, ny",yes,black,male,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
1092,jim brown,cdn,"calgary, ab",no,white,male,True,False,15,0.8,0.2,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
1093,yip-yip,us,"winter park, fl",no,white,male,False,True,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
1094,lee,us,"brooklyn, ny",yes,black,male,False,False,6,0.16666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1095,small is beautiful,cdn,"montreal, qc",no,white,male,True,False,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
1096,maticulous,cdn,"toronto, on",no,white,male,True,True,18,0.2222222222222222,0.5555555555555556,0.0,0.0,0.0,0.2222222222222222,0.0,1,0,0,0,0,1,0,0,0,1,0,0
1097,gee wunder,cdn,"toronto, on",yes,black,male,True,False,87,0.1839080459770115,0.19540229885057472,0.06896551724137931,0.0,0.04597701149425287,0.3333333333333333,0.1724137931034483,1,0,0,0,0,0,0,1,0,1,0,0
1098,nicolay & kay,us,"houston, tx",yes,mixed group,male,False,True,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
1099,mighty joseph,us,"new york, ny",yes,black,male,False,True,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
1100,millimetrik,cdn,"quebec, qc",no,white,male,True,False,5,0.0,0.0,0.0,0.0,0.0,0.6,0.4,1,0,0,0,0,1,0,0,0,1,0,0
1101,murs,us,"los angeles, ca",yes,black,male,False,False,45,0.24444444444444444,0.2,0.0,0.0,0.0,0.28888888888888886,0.26666666666666666,0,0,0,0,1,0,0,1,0,1,0,0
1102,mr. flowers,cdn,"toronto, on",yes,black,male,True,False,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
1103,sonic sum,us,"new york, ny",yes,mixed group,male,False,True,21,0.0,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.5714285714285714,0,0,0,0,1,0,0,1,0,1,0,0
1104,joe budden,us,"jersey city, nj",yes,black,male,False,False,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1105,jd era,cdn,"toronto, on",yes,black,male,True,False,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
1106,mindbender,cdn,"toronto, on",yes,black,male,True,False,33,0.21212121212121213,0.3939393939393939,0.0,0.0,0.12121212121212122,0.2727272727272727,0.0,1,0,0,0,0,0,0,1,0,1,0,0
1107,goddspeed crossing borders,cdn,"windsor, on",yes,black,mixed,True,True,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0
1108,rock,us,"brooklyn, ny",yes,black,male,False,False,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
1109,mr. thing,uk,"london, eng",no,white,male,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0
1110,akrobatik,us,"boston, mass",yes,black,male,False,False,31,0.4838709677419355,0.0,0.0,0.06451612903225806,0.0,0.2903225806451613,0.16129032258064516,0,0,0,0,1,0,0,1,0,1,0,0
1111,nomar slevik,us,"portland, me",no,white,male,False,False,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
1112,guilty simpson,us,"detroit, mi",yes,black,male,False,False,108,0.10185185185185185,0.1574074074074074,0.06481481481481481,0.018518518518518517,0.009259259259259259,0.4074074074074074,0.24074074074074073,0,0,0,0,1,0,0,1,0,1,0,0
1113,erykah badu,us,"dallas, tx",yes,black,female,False,False,62,0.2903225806451613,0.03225806451612903,0.08064516129032258,0.0,0.0,0.20967741935483872,0.3870967741935484,0,0,0,0,1,0,0,1,1,0,0,0
1114,moe pope and headnodic,us,"oakland, ca",yes,mixed group,male,False,True,15,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1115,arskwared,cdn,"london, on",no,white,male,True,False,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
1116,mighty underdogs,us,"oakland, ca",yes,mixed group,male,False,True,35,0.11428571428571428,0.22857142857142856,0.0,0.0,0.0,0.5142857142857142,0.14285714285714285,0,0,0,0,1,0,0,1,0,1,0,0
1117,kwal,int,"angers, fr",no,white,male,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,1,0,0,0,1,0,0
1118,gaff & factor,cdn,"saskatoon, sask",no,white,male,True,True,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
1119,choclair,cdn,"toronto, on",yes,black,male,True,False,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
1120,junc ops,us,"miami, fl",no,white,male,False,True,24,0.0,0.0,0.375,0.0,0.0,0.4583333333333333,0.16666666666666666,0,0,0,0,1,1,0,0,0,1,0,0
1121,educated consumers,us,"washington, dc",no,white,male,False,True,35,0.0,0.22857142857142856,0.0,0.0,0.0,0.4857142857142857,0.2857142857142857,0,0,0,0,1,1,0,0,0,1,0,0
1122,chaundon,us,"new york, ny",yes,black,male,False,False,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1123,alias donmillion,cdn,"toronto, on",yes,black,male,True,False,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
1124,domer,us,"brooklyn, ny",no,white,male,False,True,8,0.125,0.125,0.0,0.0,0.0,0.125,0.625,0,0,0,0,1,1,0,0,0,1,0,0
1125,teargas & plateglass,unknown,unknown,unknown,unknown,unknown,False,False,7,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0,0,0,1,0,0,1,0,0,0,0,1
1126,various_49,us,"new york, ny",yes,mixed group,mixed,False,True,7,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,1,0
1127,brain damage,int,"paris, france",no,white,male,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0
1128,substantial,us,"baltimore, md",yes,black,male,False,False,8,0.375,0.0,0.0,0.0,0.0,0.625,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1129,outlines,int,"strasbourgh, fr",no,white,male,False,True,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0
1130,black spade,us,"st. louis, mo",yes,black,male,False,False,40,0.125,0.275,0.3,0.0,0.0,0.2,0.1,0,0,0,0,1,0,0,1,0,1,0,0
1131,gangsta rap,us,"los angeles, ca",yes,black,male,False,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1132,decoy,us,"los angeles, ca",yes,hispanic,male,False,False,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1133,deezuz,cdn,"calgary, ab",no,white,male,True,False,18,0.5,0.2222222222222222,0.0,0.0,0.0,0.2777777777777778,0.0,1,0,0,0,0,1,0,0,0,1,0,0
1134,connie price and the keystones,us,"los angeles, ca",yes,mixed group,male,False,True,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1135,loc dog,cdn,"halifax, ns",no,white,male,True,False,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
1136,the extremities,cdn,"halifax, ns",no,white,male,True,True,39,0.15384615384615385,0.15384615384615385,0.0,0.1282051282051282,0.0,0.3076923076923077,0.2564102564102564,1,0,0,0,0,1,0,0,0,1,0,0
1137,caen project,us,"philadelphia, pa",no,white,male,False,True,3,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0,0,0,0,1,1,0,0,0,1,0,0
1138,terrill jerome cook,unknown,unknown,unknown,unknown,unknown,False,False,12,0.0,0.08333333333333333,0.0,0.0,0.0,0.9166666666666666,0.0,0,0,0,1,0,0,1,0,0,0,0,1
1139,y-love,us,"brooklyn, ny",yes,black,male,False,False,6,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0,0,0,0,1,0,0,1,0,1,0,0
1140,felony,unknown,unknown,unknown,unknown,unknown,False,False,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1
1141,duo live,us,"brooklyn, ny",yes,black,male,False,True,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1142,yell,cdn,"kamloops, bc",yes,native american,male,True,False,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
1143,rank nubah,cdn,"calgary, ab",no,white,male,True,False,13,0.07692307692307693,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
1144,the grouch,us,"oakland, ca",no,white,male,False,False,4,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0,0,0,0,1,1,0,0,0,1,0,0
1145,apostle,us,"denver, co",yes,black,male,False,False,8,0.375,0.0,0.0,0.0,0.0,0.625,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1146,joetry,cdn,"ottawa, on",yes,hispanic,male,True,False,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
1147,the pteradons,cdn,"thunder bay, on",yes,mixed group,male,True,True,10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
1148,puzzles crew,cdn,"montreal, qc",yes,mixed group,mixed,True,True,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0
1149,james pants,us,"austin, tx",no,white,male,False,False,19,0.3157894736842105,0.05263157894736842,0.0,0.0,0.0,0.2631578947368421,0.3684210526315789,0,0,0,0,1,1,0,0,0,1,0,0
1150,mochipet,us,"san francisco, ca",yes,asian,male,False,False,17,0.11764705882352941,0.0,0.0,0.0,0.0,0.5294117647058824,0.35294117647058826,0,0,0,0,1,0,0,1,0,1,0,0
1151,flobots,us,"denver, co",yes,mixed group,mixed,False,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,1,0
1152,epic,cdn,"saskatoon, sask",no,white,male,True,False,24,0.5833333333333334,0.25,0.0,0.0,0.041666666666666664,0.125,0.0,1,0,0,0,0,1,0,0,0,1,0,0
1153,c.r.a.c.,us,"detroit, mi",yes,black,male,False,True,17,0.0,0.35294117647058826,0.0,0.17647058823529413,0.0,0.47058823529411764,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1154,epsilon project,us,"oxnard, ca",yes,mixed group,male,False,True,11,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.7272727272727273,0.09090909090909091,0,0,0,0,1,0,0,1,0,1,0,0
1155,truth universal,us,"new orleans, la",yes,black,male,False,False,10,0.2,0.4,0.0,0.0,0.0,0.4,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1156,justis,cdn,"kitchener, on",no,white,male,True,False,62,0.11290322580645161,0.3225806451612903,0.16129032258064516,0.0,0.0,0.3709677419354839,0.03225806451612903,1,0,0,0,0,1,0,0,0,1,0,0
1157,living legends,us,"los angeles, ca",yes,mixed group,male,False,True,17,0.23529411764705882,0.0,0.5882352941176471,0.0,0.0,0.058823529411764705,0.11764705882352941,0,0,0,0,1,0,0,1,0,1,0,0
1158,topr,us,"san francisco, ca",no,white,male,False,False,6,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.5,0.0,0,0,0,0,1,1,0,0,0,1,0,0
1159,dirt e. dutch & evahflowin breez,us,"new york, ny",yes,black,male,False,False,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1160,rhythm vision,us,"denver, co",yes,mixed group,mixed,False,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,1,0
1161,jamie lidell,uk,"huntingdon, eng",no,white,male,False,False,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0
1162,vast aire,us,"new york, ny",yes,black,male,False,False,17,0.0,0.47058823529411764,0.0,0.0,0.0,0.0,0.5294117647058824,0,0,0,0,1,0,0,1,0,1,0,0
1163,9th wonder and buckshot,us,"brooklyn, ny",yes,black,male,False,False,10,0.0,0.3,0.0,0.0,0.0,0.4,0.3,0,0,0,0,1,0,0,1,0,1,0,0
1164,moore,cdn,"london, on",no,white,male,True,False,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
1165,"eli ""paperboy"" reed",us,"boston, mass",no,white,male,False,False,12,0.8333333333333334,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0,0,0,0,1,1,0,0,0,1,0,0
1166,chin chin,us,"brooklyn, ny",yes,mixed group,male,False,True,18,0.5,0.0,0.4444444444444444,0.05555555555555555,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1167,mic boyd,cdn,"enfield, ns",no,white,male,True,False,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
1168,dosh,us,"minneapolis, mn",no,white,male,False,False,19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
1169,josh boots,us,"anchorage, ak",no,white,male,False,False,8,0.0,0.125,0.0,0.125,0.0,0.375,0.375,0,0,0,0,1,1,0,0,0,1,0,0
1170,prolyphic and reanimator,us,"providence, ri",no,white,male,False,True,19,0.0,0.05263157894736842,0.0,0.0,0.0,0.631578947368421,0.3157894736842105,0,0,0,0,1,1,0,0,0,1,0,0
1171,freeze & doxx,cdn,"toronto, on",yes,mixed group,male,False,True,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
1172,beware of dear,unknown,unknown,unknown,unknown,unknown,False,False,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1
1173,apollo's sun,us,"york, pa",no,white,male,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,1,0,0
1174,flex,unknown,unknown,unknown,unknown,unknown,False,False,3,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1
1175,plantlife,us,"miami, fl",yes,black,male,False,True,16,0.3125,0.125,0.0,0.0,0.0,0.5625,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1176,beans,us,"white plains, ny",yes,black,male,False,False,8,0.0,0.375,0.0,0.0,0.0,0.125,0.5,0,0,0,0,1,0,0,1,0,1,0,0
1177,the lions,us,"los angeles, ca",yes,mixed group,male,False,True,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1178,peter project,cdn,"toronto, on",no,white,male,True,False,44,0.20454545454545456,0.20454545454545456,0.0,0.0,0.0,0.38636363636363635,0.20454545454545456,1,0,0,0,0,1,0,0,0,1,0,0
1179,portishead,uk,"bristol, eng",no,white,mixed,False,True,2,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0,0,1,0,0,1,0,0,0,0,1,0
1180,playdoe,int,"johannesburg, sa",yes,mixed group,male,False,True,9,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,0,0
1181,ocote soul sounds and adrian quesada,us,"austin, tx",yes,mixed group,male,False,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1182,estelle,uk,"london, eng",yes,black,female,False,False,5,0.4,0.0,0.0,0.0,0.0,0.6,0.0,0,0,1,0,0,0,0,1,1,0,0,0
1183,pizzo,cdn,"toronto, on",no,white,male,True,False,12,0.16666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,1,0,0,0,0,1,0,0,0,1,0,0
1184,tunsi,us,"hartford, ct",yes,black,male,False,False,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1185,dream/clone,us,"new york, ny",yes,mixed group,male,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1186,big quarters,us,"minneapolis, ms",no,white,male,False,True,5,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0,0,0,0,1,1,0,0,0,1,0,0
1187,steinski,us,"new york, ny",no,white,male,False,False,41,0.14634146341463414,0.04878048780487805,0.0,0.0,0.0,0.7560975609756098,0.04878048780487805,0,0,0,0,1,1,0,0,0,1,0,0
1188,phonte,us,"durham, nc",yes,black,male,False,False,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1189,morgan heritage,int,"st. thomas, jamaica",yes,black,mixed,False,True,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0
1190,dub pistols,uk,"london, eng",yes,mixed group,male,False,True,8,0.625,0.0,0.0,0.0,0.0,0.375,0.0,0,0,1,0,0,0,0,1,0,1,0,0
