,artist_name(s),artist_country,artist_home_city,visible_ethnic_minority,census_race_classification,artist_gender,canadian_content,artist_is_group,total_plays,alberta,british columbia,manitoba,new brunswick,nova scotia,ontario,quebec,artist_country_cdn,artist_country_int,artist_country_uk,artist_country_unknown,artist_country_us,visible_ethnic_minority_no,visible_ethnic_minority_unknown,visible_ethnic_minority_yes,artist_gender_female,artist_gender_male,artist_gender_mixed,artist_gender_unknown
586,toolshed,cdn,"toronto, on",no,white,male,True,True,39,0.05128205128205128,0.0,0.0,0.0,0.3076923076923077,0.6410256410256411,0.0,1,0,0,0,0,1,0,0,0,1,0,0
587,buck 65,cdn,"mt. uniacke, ns",no,white,male,True,False,382,0.16753926701570682,0.12827225130890052,0.06282722513089005,0.03664921465968586,0.028795811518324606,0.4607329842931937,0.11518324607329843,1,0,0,0,0,1,0,0,0,1,0,0
588,reality sandwich,unknown,unknown,unknown,unknown,unknown,False,False,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1
589,young jeezy,us,"macon, ga",yes,black,male,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
590,jay-z,us,"new york, ny",yes,black,male,False,False,52,0.0,0.17307692307692307,0.038461538461538464,0.0,0.0,0.5769230769230769,0.21153846153846154,0,0,0,0,1,0,0,1,0,1,0,0
591,snoop dogg,us,"long beach, ca",yes,black,male,False,False,24,0.0,0.08333333333333333,0.16666666666666666,0.0,0.0,0.3333333333333333,0.4166666666666667,0,0,0,0,1,0,0,1,0,1,0,0
592,dj jazzy jeff,us,"philadelphia, pa",yes,black,male,False,False,36,0.16666666666666666,0.3888888888888889,0.0,0.0,0.0,0.16666666666666666,0.2777777777777778,0,0,0,0,1,0,0,1,0,1,0,0
593,suga - d,us,"orlando, fl",yes,black,male,False,False,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
594,eminem,us,"detroit, mi",no,white,male,False,False,39,0.0,0.05128205128205128,0.0,0.0,0.0,0.8974358974358975,0.05128205128205128,0,0,0,0,1,1,0,0,0,1,0,0
595,nas,us,"new york, ny",yes,black,male,False,False,65,0.09230769230769231,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.0,0.16923076923076924,0.27692307692307694,0,0,0,0,1,0,0,1,0,1,0,0
596,immortal technique,us,"new york, ny",yes,hispanic,male,False,False,10,0.0,0.2,0.0,0.0,0.0,0.2,0.6,0,0,0,0,1,0,0,1,0,1,0,0
597,zra,us,"houston, tx",yes,middle eastern,male,False,False,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
598,emotionz,cdn,"vancouver, bc",yes,black,male,True,False,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
599,iswhat?!,us,"cincinnati, oh",yes,black,male,False,True,7,0.0,0.8571428571428571,0.0,0.0,0.0,0.14285714285714285,0.0,0,0,0,0,1,0,0,1,0,1,0,0
600,black grass,uk,"brighton, eng",no,white,male,False,False,5,0.2,0.0,0.0,0.0,0.4,0.4,0.0,0,0,1,0,0,1,0,0,0,1,0,0
601,velvet trench vibes,cdn,"montreal, qc",yes,mixed group,male,True,True,21,0.047619047619047616,0.19047619047619047,0.0,0.19047619047619047,0.0,0.5714285714285714,0.0,1,0,0,0,0,0,0,1,0,1,0,0
602,aesop rock,us,"new york, ny",no,white,male,False,False,108,0.21296296296296297,0.25,0.05555555555555555,0.0,0.027777777777777776,0.24074074074074073,0.21296296296296297,0,0,0,0,1,1,0,0,0,1,0,0
603,authorized personnel,cdn,"nanaimo, bc",no,white,male,True,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
604,mass,cdn,"nanaimo, bc",yes,native american,male,True,False,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
605,corvid lorax,cdn,"edmonton, ab",yes,indian,male,True,False,74,0.4594594594594595,0.14864864864864866,0.0,0.0,0.04054054054054054,0.35135135135135137,0.0,1,0,0,0,0,0,0,1,0,1,0,0
606,busta rhymes,us,"brooklyn, ny",yes,black,male,False,False,23,0.17391304347826086,0.2608695652173913,0.0,0.0,0.0,0.5652173913043478,0.0,0,0,0,0,1,0,0,1,0,1,0,0
607,politic live,cdn,"edmonton, ab",yes,black,male,True,True,80,0.375,0.2,0.0125,0.0,0.075,0.2375,0.1,1,0,0,0,0,0,0,1,0,1,0,0
608,dj co-op,cdn,"winnipeg, mb",no,white,male,True,False,75,0.3333333333333333,0.21333333333333335,0.18666666666666668,0.0,0.0,0.26666666666666666,0.0,1,0,0,0,0,1,0,0,0,1,0,0
609,tech n9ne,us,"kansas city, mo",yes,black,male,False,False,29,0.10344827586206896,0.1724137931034483,0.10344827586206896,0.0,0.0,0.5172413793103449,0.10344827586206896,0,0,0,0,1,0,0,1,0,1,0,0
610,howard lloyd,us,"new york, ny",yes,black,male,False,False,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
611,2ra,us,"oakland, ca",no,white,male,False,False,8,0.5,0.0,0.0,0.0,0.0,0.375,0.125,0,0,0,0,1,1,0,0,0,1,0,0
612,jesty beatz,us,"cleveland, oh",yes,black,male,False,False,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
613,stereotyp,int,"vienna, aust",yes,black,male,False,False,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
614,fenaxiz,cdn,"toronto, on",yes,asian,male,True,False,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
615,keshia chante,cdn,"toronto, on",yes,black,female,True,False,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0
616,mj,cdn,"toronto, on",yes,black,male,True,False,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
617,styles p,us,"yonkers, ny",yes,black,male,False,False,28,0.03571428571428571,0.0,0.0,0.0,0.0,0.32142857142857145,0.6428571428571429,0,0,0,0,1,0,0,1,0,1,0,0
618,mos def,us,"brooklyn, ny",yes,black,male,False,False,135,0.08888888888888889,0.1111111111111111,0.0,0.02962962962962963,0.0,0.4666666666666667,0.3037037037037037,0,0,0,0,1,0,0,1,0,1,0,0
619,trick daddy,us,"miami, fl",yes,black,male,False,False,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
620,macromantics,int,"melbourne, aust",no,white,female,False,False,48,0.2708333333333333,0.125,0.16666666666666666,0.0,0.0,0.4375,0.0,0,1,0,0,0,1,0,0,1,0,0,0
621,teeko,us,"oakland, ca",no,white,male,False,False,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
622,lil wayne,us,"new orleans, la",yes,black,male,False,False,13,0.0,0.15384615384615385,0.0,0.0,0.0,0.15384615384615385,0.6923076923076923,0,0,0,0,1,0,0,1,0,1,0,0
623,dj ese,us,"denver, co",no,white,male,False,False,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
624,iomos marad,us,"chicago, il",yes,black,male,False,False,12,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
625,stinkmitt,cdn,"surrey, bc",no,white,female,True,True,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1,0,0,0
626,hotbox,cdn,"moncton, nb",no,white,male,True,False,36,0.16666666666666666,0.08333333333333333,0.0,0.25,0.25,0.19444444444444445,0.05555555555555555,1,0,0,0,0,1,0,0,0,1,0,0
627,leroy brown,us,california,yes,black,male,False,False,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
628,j reno,cdn,"windsor, on",no,white,male,True,False,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
629,de la soul,us,"new york, ny",yes,black,male,False,True,7,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0,0,0,0,1,0,0,1,0,1,0,0
630,common,us,"chicago, il",yes,black,male,False,False,131,0.17557251908396945,0.10687022900763359,0.04580152671755725,0.0,0.05343511450381679,0.3816793893129771,0.2366412213740458,0,0,0,0,1,0,0,1,0,1,0,0
631,the pack,us,"berkeley, ca",yes,black,male,False,True,17,0.0,0.47058823529411764,0.0,0.0,0.0,0.4117647058823529,0.11764705882352941,0,0,0,0,1,0,0,1,0,1,0,0
632,hot rod,us,"sacramento, ca",yes,black,male,False,False,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
633,del the funky homosapien,us,"oakland, ca",yes,black,male,False,False,89,0.19101123595505617,0.19101123595505617,0.056179775280898875,0.02247191011235955,0.0,0.4157303370786517,0.12359550561797752,0,0,0,0,1,0,0,1,0,1,0,0
634,myka nyne,us,"los angeles, ca",yes,black,male,False,False,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
635,freddie cruger,int,"stockholm, sweden",no,white,male,False,False,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0
636,pud fluff,cdn,"nanaimo, bc",no,white,male,True,True,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
637,jomo,us,"atlantic city, nj",yes,black,male,False,False,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
638,macvandal,cdn,"guelph, on",no,white,male,True,False,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
639,neezie pleaze,us,"seattle, wa",yes,black,male,False,False,17,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,0.5294117647058824,0,0,0,0,1,0,0,1,0,1,0,0
640,2 faces,cdn,"quebec, qc",no,white,male,True,False,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,1,0,0
641,various_27,us,"los angeles, ca",yes,mixed group,male,False,True,9,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.1111111111111111,0.0,0,0,0,0,1,0,0,1,0,1,0,0
642,heavy petters,cdn,"toronto, on",yes,mixed group,mixed,True,True,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0
643,various_28,us,"chicago, il",yes,black,mixed,False,True,30,0.0,0.3,0.0,0.0,0.0,0.1,0.6,0,0,0,0,1,0,0,1,0,0,1,0
644,blue sky black death,us,"seattle, wa",no,white,male,False,True,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
645,mafia-team,us,"houston, tx",yes,black,male,False,True,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
646,sean price,us,"brooklyn, ny",yes,black,male,False,False,26,0.0,0.07692307692307693,0.0,0.19230769230769232,0.0,0.23076923076923078,0.5,0,0,0,0,1,0,0,1,0,1,0,0
647,j. sands,us,"baltimore, md",yes,black,male,False,False,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
648,cuizinier,int,"paris, fr",no,white,male,False,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,1,0,0,0,1,0,0
649,eye 2 eye,cdn,"montreal, qc",no,white,male,True,True,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,1,0,0
650,metermaids,us,"new york, ny",no,white,male,False,True,36,0.2777777777777778,0.1388888888888889,0.0,0.0,0.0,0.5833333333333334,0.0,0,0,0,0,1,1,0,0,0,1,0,0
651,verbal kent,us,"chicago, il",no,white,male,False,False,15,0.0,0.3333333333333333,0.26666666666666666,0.0,0.0,0.26666666666666666,0.13333333333333333,0,0,0,0,1,1,0,0,0,1,0,0
652,son real,cdn,"vancouver, bc",yes,black,male,True,False,6,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
653,red-1,cdn,"vancouver, bc",yes,black,male,True,False,80,0.2125,0.175,0.0,0.0,0.125,0.2,0.2875,1,0,0,0,0,0,0,1,0,1,0,0
654,sunk city ft. e-ral & johnny z,cdn,"nanaimo, bc",no,white,male,True,True,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
655,surreal and dj balance,us,"los angeles, ca",yes,mixed group,male,False,True,49,0.10204081632653061,0.1836734693877551,0.10204081632653061,0.0,0.0,0.2653061224489796,0.3469387755102041,0,0,0,0,1,0,0,1,0,1,0,0
656,x-ray the barbarian,us,"washington, dc",yes,black,male,False,False,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
657,yoav,int,"tel aviv, israel",yes,middle eastern,male,False,False,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
658,brother ali,us,"minneapolis, mn",yes,black,male,False,False,145,0.11724137931034483,0.18620689655172415,0.13793103448275862,0.0,0.006896551724137931,0.2896551724137931,0.2620689655172414,0,0,0,0,1,0,0,1,0,1,0,0
659,sumkid majere,us,"los angeles, ca",yes,black,male,False,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
660,lmno,us,"los angeles, ca",no,white,male,False,False,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,1,0,0
661,slaine,us,"boston, mass",no,white,male,False,False,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,1,0,0
662,psycho les,us,"new york, ny",yes,hispanic,male,False,False,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
663,crayzdom,cdn,"hamilton, on",no,white,male,True,False,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,1,0,0
664,rjd2,us,"philadelphia, pa",no,white,male,False,False,59,0.11864406779661017,0.05084745762711865,0.13559322033898305,0.0,0.0,0.4915254237288136,0.2033898305084746,0,0,0,0,1,1,0,0,0,1,0,0
665,various_29,us,"san francisco, ca",yes,mixed group,mixed,False,True,30,0.3333333333333333,0.03333333333333333,0.0,0.0,0.0,0.4666666666666667,0.16666666666666666,0,0,0,0,1,0,0,1,0,0,1,0
666,surreal & the sound providers,us,"san diego, ca",yes,mixed group,male,False,True,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
667,boo hoo,cdn,"montreal, qc",no,white,male,True,True,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
668,gabriel teodros,us,"seattle, wa",yes,black,male,False,False,56,0.19642857142857142,0.08928571428571429,0.0,0.0,0.0,0.4107142857142857,0.30357142857142855,0,0,0,0,1,0,0,1,0,1,0,0
669,john reuben,us,"columbus, oh",no,white,male,False,False,12,0.16666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0,0,0,0,1,1,0,0,0,1,0,0
670,yael wand,cdn,"smithers, bc",yes,middle eastern,female,True,False,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0
671,deepspace 5,us,unknown,yes,mixed group,male,False,True,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
672,redman,us,"newark, nj",yes,black,male,False,False,12,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.08333333333333333,0.4166666666666667,0,0,0,0,1,0,0,1,0,1,0,0
673,ttc,int,"paris, france",yes,mixed group,male,False,True,18,0.05555555555555555,0.2222222222222222,0.0,0.0,0.1111111111111111,0.4444444444444444,0.16666666666666666,0,1,0,0,0,0,0,1,0,1,0,0
674,bleubird,us,"fort lauderdale, fl",no,white,male,False,False,8,0.125,0.0,0.0,0.0,0.125,0.75,0.0,0,0,0,0,1,1,0,0,0,1,0,0
675,wal martian,cdn,"calgary, ab",no,white,male,True,False,14,0.42857142857142855,0.21428571428571427,0.0,0.0,0.0,0.35714285714285715,0.0,1,0,0,0,0,1,0,0,0,1,0,0
676,dragon fli empire,cdn,"calgary, ab",yes,mixed group,male,True,True,224,0.2544642857142857,0.11607142857142858,0.07142857142857142,0.0,0.05357142857142857,0.41964285714285715,0.08482142857142858,1,0,0,0,0,0,0,1,0,1,0,0
677,dalek,us,"newark, nj",yes,black,male,False,True,45,0.2,0.4222222222222222,0.0,0.0,0.0,0.26666666666666666,0.1111111111111111,0,0,0,0,1,0,0,1,0,1,0,0
678,langdon auger,cdn,"victoria, bc",no,white,male,True,False,34,0.20588235294117646,0.38235294117647056,0.0,0.0,0.0,0.4117647058823529,0.0,1,0,0,0,0,1,0,0,0,1,0,0
679,sentence,us,"denver, co",no,white,male,False,False,9,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111,0,0,0,0,1,1,0,0,0,1,0,0
680,bunny rabbit,us,"brooklyn, ny",yes,black,female,False,True,40,0.125,0.25,0.1,0.0,0.0,0.275,0.25,0,0,0,0,1,0,0,1,1,0,0,0
681,x clan,us,"brooklyn, ny",yes,black,male,False,True,10,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0,0,0,0,1,0,0,1,0,1,0,0
682,c-mon & kypski,int,"utrecht, neth",no,white,male,False,True,11,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.0,0.0,0.2727272727272727,0.0,0,1,0,0,0,1,0,0,0,1,0,0
683,subatomic sound system,us,"new york, ny",yes,mixed group,male,False,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
684,fat freddy's drop,int,"wellington, nz",yes,mixed group,male,False,True,6,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0,1,0,0,0,0,0,1,0,1,0,0
685,dj clue?,us,"new york, ny",yes,black,male,False,False,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
686,jay bezel,us,"philadelphia, pa",yes,black,male,False,False,3,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0,0,0,0,1,0,0,1,0,1,0,0
687,shawnna,us,"chicago, il",yes,black,female,False,False,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,1,0,0,0
688,juvenile & lil' boosie,us,"baton rouge, la",yes,black,male,False,True,7,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0,0,0,0,1,0,0,1,0,1,0,0
689,4hero,uk,"london, eng",yes,black,male,False,True,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,1,0,1,0,0
690,various_30,cdn,"calgary, ab",yes,mixed group,male,True,True,33,0.18181818181818182,0.30303030303030304,0.0,0.0,0.06060606060606061,0.45454545454545453,0.0,1,0,0,0,0,0,0,1,0,1,0,0
691,smalltown dj's,cdn,"calgary, ab",no,white,male,True,True,5,0.0,0.2,0.4,0.0,0.0,0.4,0.0,1,0,0,0,0,1,0,0,0,1,0,0
692,rob-o,us,"new york, ny",yes,black,male,False,False,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
693,wisemen,us,"detroit, mi",yes,black,male,False,True,10,0.0,0.4,0.0,0.0,0.0,0.0,0.6,0,0,0,0,1,0,0,1,0,1,0,0
694,big tuck,us,"dallas, tx",yes,black,male,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
695,snowgoons,int,germany,no,white,male,False,True,4,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0,1,0,0,0,1,0,0,0,1,0,0
696,learn'em,us,"miami, fl",yes,black,male,False,False,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
697,black milk,us,"detroit, mi",yes,black,male,False,False,85,0.18823529411764706,0.12941176470588237,0.08235294117647059,0.0,0.0,0.4588235294117647,0.1411764705882353,0,0,0,0,1,0,0,1,0,1,0,0
698,thes one,us,"los angeles, ca",yes,hispanic,male,False,False,37,0.16216216216216217,0.2972972972972973,0.0,0.21621621621621623,0.05405405405405406,0.2702702702702703,0.0,0,0,0,0,1,0,0,1,0,1,0,0
699,soweto kinch,uk,"london, eng",yes,black,male,False,False,6,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.16666666666666666,0,0,1,0,0,0,0,1,0,1,0,0
700,knuckles,us,"los angeles, ca",yes,black,male,False,False,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
701,bigg nugg,us,"columbus, oh",no,white,male,False,False,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
702,9th scientist,us,"memphis, tn",yes,black,male,False,False,6,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.16666666666666666,0,0,0,0,1,0,0,1,0,1,0,0
703,katchphraze,cdn,"toronto, on",no,white,male,True,False,5,0.0,0.4,0.0,0.0,0.0,0.6,0.0,1,0,0,0,0,1,0,0,0,1,0,0
704,plastic little,us,"philadelphia, pa",yes,black,male,False,False,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
705,amy winehouse,uk,"london, eng",no,white,female,False,False,10,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0,0,1,0,0,1,0,0,1,0,0,0
706,dj green lantern,us,"rochester, ny",yes,black,male,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
707,high priest,us,"new york, ny",yes,black,male,False,False,10,0.4,0.4,0.0,0.0,0.0,0.2,0.0,0,0,0,0,1,0,0,1,0,1,0,0
708,gr& phee and rhyson hall,us,"buffalo, ny",yes,black,male,False,True,4,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0,0,0,0,1,0,0,1,0,1,0,0
709,champ freeman,us,"philadelphia, pa",yes,black,male,False,False,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
710,apollo's son,us,"york, pa",no,white,male,False,False,3,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0,0,0,0,1,1,0,0,0,1,0,0
711,tafar-i,cdn,"pickering, on",yes,black,male,True,False,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
712,evidence,us,"los angeles, ca",yes,black,male,False,False,28,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.6071428571428571,0.25,0,0,0,0,1,0,0,1,0,1,0,0
713,prodigy (of mobb deep),us,"new york, ny",yes,black,male,False,False,21,0.09523809523809523,0.2857142857142857,0.0,0.0,0.0,0.23809523809523808,0.38095238095238093,0,0,0,0,1,0,0,1,0,1,0,0
714,devin the dude,us,"houston, tx",yes,black,male,False,False,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
715,maxime robin,cdn,"montreal, qc",no,white,male,True,True,23,0.21739130434782608,0.0,0.0,0.0,0.13043478260869565,0.30434782608695654,0.34782608695652173,1,0,0,0,0,1,0,0,0,1,0,0
716,busto 4d,cdn,"kamloops, bc",no,white,male,True,False,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
717,rusheen,us,"seattle, wa",no,white,female,False,False,5,0.2,0.6,0.0,0.0,0.2,0.0,0.0,0,0,0,0,1,1,0,0,1,0,0,0
718,various_31,us,"atlanta, ga",yes,black,male,False,True,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
719,mark j,us,"atlanta, ga",yes,black,male,False,False,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
720,p3,us,"houston, tx",yes,hispanic,male,False,False,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
721,hieroglyphics,us,"oakland, ca",yes,black,male,False,True,5,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0,0,0,0,1,0,0,1,0,1,0,0
722,paul wall,us,"houston, tx",no,white,male,False,False,29,0.13793103448275862,0.0,0.3448275862068966,0.0,0.0,0.0,0.5172413793103449,0,0,0,0,1,1,0,0,0,1,0,0
723,timbaland,us,"norfolk, va",yes,black,male,False,False,7,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.5714285714285714,0,0,0,0,1,0,0,1,0,1,0,0
724,pharoahe monch,us,"new york, ny",yes,black,male,False,False,14,0.0,0.5,0.0,0.0,0.0,0.2857142857142857,0.21428571428571427,0,0,0,0,1,0,0,1,0,1,0,0
725,two star maniacs,cdn,"victoria, bc",no,white,male,True,True,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
726,team shadetek,us,"new york, ny",yes,black,male,False,True,8,0.0,0.375,0.375,0.0,0.0,0.25,0.0,0,0,0,0,1,0,0,1,0,1,0,0
727,crime mob,us,"atlanta, ga",yes,black,mixed,False,True,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,1,0
728,musiq soulchild,us,"philadelphia, pa",yes,black,male,False,False,10,0.3,0.0,0.0,0.0,0.0,0.5,0.2,0,0,0,0,1,0,0,1,0,1,0,0
729,greyboy allstars,us,"san diego, ca",yes,mixed group,male,False,True,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
730,tru paz,cdn,"toronto, on",yes,mixed group,male,True,True,61,0.2786885245901639,0.14754098360655737,0.0,0.14754098360655737,0.08196721311475409,0.3442622950819672,0.0,1,0,0,0,0,0,0,1,0,1,0,0
731,j-bru,cdn,"halifax, ns",yes,black,male,True,False,72,0.18055555555555555,0.09722222222222222,0.027777777777777776,0.2638888888888889,0.16666666666666666,0.19444444444444445,0.06944444444444445,1,0,0,0,0,0,0,1,0,1,0,0
732,d.o.,cdn,"toronto, on",yes,black,male,True,False,76,0.09210526315789473,0.3026315789473684,0.0,0.0,0.02631578947368421,0.4342105263157895,0.14473684210526316,1,0,0,0,0,0,0,1,0,1,0,0
733,tha skinniez,cdn,"london, on",yes,black,male,True,True,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
734,the souljazz orchestra,cdn,"ottawa, on",yes,mixed group,mixed,True,True,9,0.7777777777777778,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,1,0,0,0,0,0,0,1,0,0,1,0
735,baba brinkman,cdn,"vancouver, bc",no,white,male,True,False,18,0.3333333333333333,0.2222222222222222,0.0,0.0,0.0,0.4444444444444444,0.0,1,0,0,0,0,1,0,0,0,1,0,0
